Numero_cliente,Fecha_Update,Estatus,Motivo,Tasa_Interes,Importe,Id_product,CAT,TXN,CP,Puntuacion,canal_venta,Day
1123,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1131,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1154,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1200,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1222,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1281,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1398,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1543,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1547,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1715,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1737,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1757,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1881,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2063,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2156,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2170,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2197,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2311,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2350,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2391,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2466,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2502,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2515,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2553,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2718,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2729,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2730,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2782,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2801,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2838,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2872,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2923,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2933,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
2975,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3187,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3230,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3274,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3276,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3304,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3324,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3402,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3469,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3548,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3566,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3629,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3701,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3707,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3742,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3746,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3759,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3816,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
3934,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4006,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4023,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4037,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4046,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4161,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4170,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4220,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4329,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4362,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4472,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4492,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4496,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4589,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4626,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4795,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4824,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Tuesday
4836,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Tuesday
1,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
66,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
103,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
114,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
171,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
239,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
380,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
457,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
464,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
543,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
544,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
628,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
641,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
666,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
701,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
771,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
806,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
831,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
949,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
972,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
990,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
992,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1015,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1034,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1049,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1052,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1074,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1113,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1132,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1141,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1251,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1260,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1287,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1293,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1455,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1536,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1775,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1803,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1812,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1813,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1865,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
1869,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2002,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2029,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2040,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2088,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2138,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2146,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2179,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2243,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2330,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2338,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2341,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2395,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2457,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2504,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2576,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2609,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2678,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2706,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2761,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2787,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2857,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2858,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2875,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2917,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
2984,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3072,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3078,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3090,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3099,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3104,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3345,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3500,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3505,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3585,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3619,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3644,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3717,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3736,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3739,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3798,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3824,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3829,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3847,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3869,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3945,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3962,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3965,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
3989,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4038,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4051,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4115,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4143,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4180,2019-11-12,RESPONSE,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4218,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4236,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4392,2019-11-12,RESPONSE,,0,0,10,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4398,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4407,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4439,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4445,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4446,2019-11-12,RESPONSE,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4450,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4458,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4539,2019-11-12,RESPONSE,,0,0,6,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4563,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4576,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4683,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4709,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4715,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4720,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4722,2019-11-12,RESPONSE,,0,0,9,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4736,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4804,2019-11-12,RESPONSE,,0,0,7,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4819,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4831,2019-11-12,RESPONSE,,0,0,8,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4898,2019-11-12,RESPONSE,,0,0,1,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4910,2019-11-12,RESPONSE,,0,0,2,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4940,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
4983,2019-11-12,RESPONSE,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Tuesday
29,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
80,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
137,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
247,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
273,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
276,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
421,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
540,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
619,2019-11-15,RISK,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Friday
635,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Friday
641,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
739,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
747,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
789,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
806,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
957,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
964,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
972,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
987,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
992,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
993,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
1199,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
1271,2019-11-15,RISK,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Friday
1455,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
1536,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
1564,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
1567,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
1574,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
1621,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
1623,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Friday
1728,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
1813,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
1865,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
1867,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
1869,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
1962,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
2132,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
2330,2019-11-15,RISK,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Friday
2405,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Friday
2457,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
2476,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Friday
2537,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
2613,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
2617,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
2619,2019-11-15,RISK,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Friday
2667,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Marketing,Friday
2744,2019-11-15,RISK,,0,0,4,0,0.0,0,Sin Puntuación,Marketing,Friday
2952,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
2985,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
3099,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
3411,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
3500,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
3572,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
3683,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
3728,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
3783,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
3847,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
3919,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
3971,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
4296,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Marketing,Friday
4516,2019-11-15,RISK,,0,0,2,0,0.0,0,Sin Puntuación,Marketing,Friday
4655,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
4680,2019-11-15,RISK,,0,0,7,0,0.0,0,Sin Puntuación,Marketing,Friday
4736,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Marketing,Friday
4804,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Marketing,Friday
4810,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Marketing,Friday
4902,2019-11-15,RISK,,0,0,10,0,0.0,0,Sin Puntuación,Marketing,Friday
4932,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Marketing,Friday
141,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
153,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Friday
200,2019-11-15,RISK,,0,0,1,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
298,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
318,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
345,2019-11-15,RISK,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Friday
393,2019-11-15,RISK,,0,0,4,0,0.0,0,Sin Puntuación,Operaciones,Friday
399,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Friday
472,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
484,2019-11-15,RISK,,0,0,5,0,0.0,0,Sin Puntuación,Operaciones,Friday
507,2019-11-15,RISK,,0,0,6,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
643,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Operaciones,Friday
660,2019-11-15,RISK,,0,0,3,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
673,2019-11-15,RISK,,0,0,9,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
796,2019-11-15,RISK,,0,0,8,0,0.0,0,Sin Puntuación,Servicio al cliente,Friday
