Numero_cliente,Fecha_Update,Estatus,Motivo,Tasa_Interes,Importe,Id_product,CAT,TXN,CP,Puntuacion,canal_venta
3930,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
3938,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
3939,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
3949,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
3952,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
3956,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
3963,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
3969,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
3980,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
3988,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
3994,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
3998,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4017,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4027,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4047,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4064,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
4073,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4102,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4122,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4163,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4164,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4177,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4184,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4195,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4197,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4228,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4233,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4234,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4240,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4249,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4250,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4269,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4314,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
4327,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4334,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4383,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4437,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4467,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4483,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4509,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4525,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4544,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4569,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
4571,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
4600,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4612,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4616,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Servicio al cliente
4621,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4627,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4638,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
4652,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4663,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4687,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4688,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4693,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
4713,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4717,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4733,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4746,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
4752,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4753,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4767,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4787,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
4808,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4809,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4864,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4866,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4885,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Servicio al cliente
4886,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
4892,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Servicio al cliente
4897,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4907,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Servicio al cliente
4912,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Servicio al cliente
4934,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Servicio al cliente
4938,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Servicio al cliente
4941,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
4950,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Servicio al cliente
4962,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Servicio al cliente
4981,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Servicio al cliente
15,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
19,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
54,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
70,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
89,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
117,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
134,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
141,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
142,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
143,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
148,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
150,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
160,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
162,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
201,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
253,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
268,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
269,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
274,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
275,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
279,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
298,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
309,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
317,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
318,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
327,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
356,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
357,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
413,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
437,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
438,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
444,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
446,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
460,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
472,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
491,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
507,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
534,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
557,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
562,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
624,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
625,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
626,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
640,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
651,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
653,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
673,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
683,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
695,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
716,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
717,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
725,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
726,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
733,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
796,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
797,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
803,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
833,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
852,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
879,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
895,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
908,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
928,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
940,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
973,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
975,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
994,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1023,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1036,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
1039,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
1040,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
1073,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
1105,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1118,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1126,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1135,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
1147,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
1153,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1190,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1218,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
1233,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1283,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1285,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
1289,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1315,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1326,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1338,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1367,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1385,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1388,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1390,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
1420,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
1431,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
1460,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1463,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
1472,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1499,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1533,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
1535,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1550,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
1576,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1578,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1579,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1586,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
1634,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
1669,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1670,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1674,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
1686,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
1707,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
1708,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
1776,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1784,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
1793,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1805,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
1832,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1851,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
1852,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
1914,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
1940,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
1941,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
1949,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
1951,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
1974,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
1976,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
1995,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
2001,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
2023,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
2028,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2043,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
2059,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
2064,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
2098,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
2109,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2110,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2112,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
2164,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2178,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
2211,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
2226,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
2228,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
2230,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
2241,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
2270,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2271,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
2286,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,7,0,0,0,Sin Puntuación,Marketing
2306,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
2316,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
2364,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2365,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,2,0,0,0,Sin Puntuación,Marketing
2367,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
2381,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2390,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,1,0,0,0,Sin Puntuación,Marketing
2392,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
2423,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
2472,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,9,0,0,0,Sin Puntuación,Marketing
2496,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
2510,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2513,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
2531,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2547,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
2559,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,6,0,0,0,Sin Puntuación,Marketing
2571,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2574,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,5,0,0,0,Sin Puntuación,Marketing
2601,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,10,0,0,0,Sin Puntuación,Marketing
2610,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,4,0,0,0,Sin Puntuación,Marketing
2620,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
2622,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,3,0,0,0,Sin Puntuación,Marketing
2631,"lunes, 11 de noviembre de 2019",RESPONSE,,0,0,8,0,0,0,Sin Puntuación,Marketing
